('Total Revenue', '416,161,000', '416,161,000', '391,035,000', '383,285,000', '394,328,000')
         994897 function calls (970974 primitive calls) in 2.566 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       17    0.000    0.000    0.000    0.000 typing.py:1807(__eq__)
       17    0.000    0.000    0.000    0.000 ssl.py:972(_sslcopydoc)
       16    0.000    0.000    0.000    0.000 enum.py:1454(<lambda>)
       16    0.000    0.000    0.000    0.000 inspect.py:1805(_shadowed_dict)
       16    0.000    0.000    0.000    0.000 typing.py:1733(__getitem_inner__)
       16    0.000    0.000    0.000    0.000 inspect.py:1438(repl)
       16    0.000    0.000    0.000    0.000 typing.py:1715(copy_with)
       16    0.000    0.000    0.000    0.000 {method 'removeprefix' of 'str' objects}
       16    0.000    0.000    0.030    0.002 css_parser.py:306(__init__)
       16    0.000    0.000    0.000    0.000 css_parser.py:459(__init__)
       16    0.000    0.000    0.012    0.001 css_parser.py:1149(process_selectors)
       16    0.000    0.000    0.000    0.000 _typedattr.py:13(typed_attribute)
       16    0.000    0.000    0.000    0.000 hpack.py:137(_to_bytes)
    16/10    0.000    0.000    0.000    0.000 typing.py:235(_type_repr)
       15    0.000    0.000    0.000    0.000 {method 'pack' of '_struct.Struct' objects}
       15    0.000    0.000    0.000    0.000 contextlib.py:276(contextmanager)
       15    0.000    0.000    0.000    0.000 typing.py:840(<genexpr>)
       15    0.000    0.000    0.000    0.000 __init__.py:205(_checkLevel)
       15    0.000    0.000    0.000    0.000 __init__.py:2128(getLogger)
       15    0.000    0.000    0.000    0.000 typing.py:1127(_is_typevar_like)
       15    0.000    0.000    0.000    0.000 {method 'has_default' of 'typing.TypeVar' objects}
       15    0.001    0.000    0.001    0.000 {built-in method builtins.eval}
       15    0.000    0.000    0.000    0.000 _util.py:108(__new__)
       15    0.000    0.000    0.000    0.000 filter.py:492(_make_match_rules)
       15    0.000    0.000    0.000    0.000 __init__.py:1361(getLogger)
       15    0.001    0.000    0.001    0.000 __init__.py:358(namedtuple)
       15    0.000    0.000    0.000    0.000 inspect.py:1436(formatannotation)
       14    0.000    0.000    0.000    0.000 _compiler.py:394(_bytes_to_codes)
       14    0.000    0.000    0.000    0.000 dataclasses.py:328(__set_name__)
       14    0.000    0.000    0.000    0.000 dataclasses.py:879(_hash_set_none)
       14    0.000    0.000    0.000    0.000 __init__.py:819(__init__)
       14    0.000    0.000    0.001    0.000 hashlib.py:126(__get_openssl_constructor)
       14    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       14    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
       14    0.000    0.000    0.000    0.000 _deprecation.py:67(deprecate)
       14    0.000    0.000    0.000    0.000 _deprecation.py:66(_deprecated)
       14    0.000    0.000    0.000    0.000 table.py:116(get_by_index)
       14    0.000    0.000    0.000    0.000 http2.py:30(<genexpr>)
       14    0.000    0.000    0.000    0.000 config.py:23(__get__)
       13    0.000    0.000    0.000    0.000 dataclasses.py:668(_frozen_get_del_attr)
       13    0.000    0.000    0.000    0.000 inspect.py:3076(parameters)
       13    0.000    0.000    0.000    0.000 typing.py:2073(__init__)
       13    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
       13    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       13    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
       13    0.000    0.000    0.000    0.000 {built-in method builtins.id}
       13    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
       13    0.001    0.000    0.003    0.000 enum.py:896(_convert_)
       13    0.000    0.000    0.000    0.000 inspect.py:3016(__init__)
       13    0.000    0.000    0.000    0.000 inspect.py:764(unwrap)
       13    0.000    0.000    0.000    0.000 typing.py:2054(__new__)
       13    0.000    0.000    0.000    0.000 typing.py:2199(__init_subclass__)
       13    0.000    0.000    0.000    0.000 hpack.py:48(encode_integer)
       12    0.000    0.000    0.000    0.000 functools.py:686(_c3_merge)
       12    0.000    0.000    0.000    0.000 inspect.py:1779(_check_class)
       12    0.000    0.000    0.000    0.000 inspect.py:3080(return_annotation)
       12    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       12    0.000    0.000    0.000    0.000 config.py:26(__set__)
     12/1    0.000    0.000    0.000    0.000 functools.py:713(_c3_mro)
       12    0.000    0.000    0.000    0.000 inspect.py:1818(getattr_static)
       11    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
       11    0.000    0.000    0.000    0.000 <frozen _collections_abc>:808(get)
       11    0.000    0.000    0.000    0.000 __init__.py:1477(__init__)
       11    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
       11    0.000    0.000    0.000    0.000 dammit.py:1371(numeric_character_reference)
       11    0.000    0.000    0.000    0.000 _htmlparser.py:226(handle_charref)
       10    0.000    0.000    0.000    0.000 __future__.py:83(__init__)
       10    0.000    0.000    0.000    0.000 typing.py:1665(__subclasscheck__)
       10    0.000    0.000    0.000    0.000 typing.py:1374(__instancecheck__)
       10    0.000    0.000    0.000    0.000 typing.py:3004(<genexpr>)
       10    0.000    0.000    0.000    0.000 socket.py:100(_intenum_converter)
       10    0.000    0.000    0.000    0.000 {built-in method sys._getframemodulename}
       10    0.000    0.000    0.000    0.000 element.py:664(_last_descendant)
       10    0.000    0.000    0.000    0.000 _htmlparser.py:250(handle_entityref)
       10    0.000    0.000    0.000    0.000 _trace.py:55(__exit__)
       10    0.000    0.000    0.000    0.000 utilities.py:540(_strip_surrounding_whitespace)
       10    0.000    0.000    0.000    0.000 _trace.py:49(__enter__)
       10    0.000    0.000    0.000    0.000 utilities.py:526(_lowercase_header_names)
       10    0.000    0.000    0.000    0.000 frame.py:781(__init__)
       10    0.000    0.000    0.000    0.000 connection.py:422(<genexpr>)
       10    0.000    0.000    0.000    0.000 connection.py:421(<genexpr>)
       10    0.000    0.000    0.000    0.000 __init__.py:1409(_fixupParents)
       10    0.000    0.000    0.000    0.000 _trace.py:12(__init__)
        9    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        9    0.000    0.000    0.000    0.000 __init__.py:185(__new__)
        9    0.000    0.000    0.000    0.000 _models.py:284(__getitem__)
        9    0.000    0.000    0.000    0.000 css_types.py:394(pickle_register)
        9    0.000    0.000    0.000    0.000 utilities.py:406(_validate_host_authority_header)
        9    0.000    0.000    0.000    0.000 utilities.py:70(_secure_headers)
        9    0.000    0.000    0.000    0.000 utilities.py:555(_strip_connection_headers)
        9    0.000    0.000    0.000    0.000 utilities.py:283(_reject_te)
        9    0.000    0.000    0.000    0.000 utilities.py:296(_reject_connection_header)
        9    0.000    0.000    0.000    0.000 utilities.py:480(inner)
        9    0.000    0.000    0.000    0.000 settings.py:311(_validate_setting)
        9    0.000    0.000    0.000    0.000 inspect.py:2815(__str__)
        9    0.000    0.000    0.000    0.000 utilities.py:321(_reject_pseudo_header_fields)
        8    0.000    0.000    0.000    0.000 typing.py:1802(_value_and_type_iter)
        8    0.000    0.000    0.000    0.000 _exceptions.py:366(request_context)
        8    0.000    0.000    0.000    0.000 formatter.py:66(_default)
        8    0.000    0.000    0.000    0.000 formatter.py:79(__init__)
        8    0.000    0.000    0.000    0.000 settings.py:74(__init__)
        8    0.000    0.000    0.000    0.000 _models.py:144(__init__)
        8    0.000    0.000    0.000    0.000 typing.py:1326(__mro_entries__)
        8    0.000    0.000    0.000    0.000 enum.py:1457(_missing_)
        8    0.000    0.000    0.000    0.000 hpack.py:284(add)
        8    0.000    0.000    0.000    0.000 table.py:165(search)
        7    0.000    0.000    0.000    0.000 <frozen _collections_abc>:897(__iter__)
        7    0.000    0.000    0.000    0.000 dataclasses.py:886(_hash_add)
        7    0.000    0.000    0.000    0.000 enum.py:1218(_add_alias_)
        7    0.000    0.000    0.000    0.000 financial_enhanced.py:42(<genexpr>)
        7    0.000    0.000    0.000    0.000 dataclasses.py:416(_tuple_str)
        7    0.000    0.000    0.001    0.000 inspect.py:3068(from_callable)
        7    0.000    0.000    0.001    0.000 inspect.py:3347(signature)
      7/3    0.000    0.000    0.000    0.000 typing.py:1577(__repr__)
        7    0.000    0.000    0.000    0.000 typing.py:1927(_get_protocol_attrs)
        7    0.000    0.000    0.000    0.000 request.py:307(full_url)
        7    0.000    0.000    0.000    0.000 cookiejar.py:44(_debug)
        7    0.000    0.000    0.000    0.000 _models.py:195(raw)
        7    0.000    0.000    0.000    0.000 element.py:530(get_text)
        7    0.000    0.000    0.000    0.000 inspect.py:2375(_signature_from_function)
        6    0.000    0.000    0.000    0.000 <frozen _collections_abc>:108(_check_methods)
        6    0.000    0.000    0.000    0.000 functools.py:435(_unwrap_partial)
        6    0.000    0.000    0.000    0.000 functools.py:871(_is_valid_dispatch_type)
        6    0.000    0.000    0.000    0.000 inspect.py:3289(__str__)
        6    0.000    0.000    0.000    0.000 inspect.py:2123(_signature_is_builtin)
        6    0.000    0.000    0.000    0.000 inspect.py:310(ismethoddescriptor)
        6    0.000    0.000    0.000    0.000 inspect.py:2097(_signature_bound_method)
        6    0.000    0.000    0.000    0.000 inspect.py:534(isbuiltin)
        6    0.000    0.000    0.000    0.000 inspect.py:2470(_descriptor_get)
        6    0.000    0.000    0.000    0.000 inspect.py:3084(replace)
        6    0.000    0.000    0.000    0.000 typing.py:1754(<genexpr>)
        6    0.000    0.000    0.000    0.000 typing.py:2754(final)
        6    0.000    0.000    0.000    0.000 parse.py:119(_coerce_args)
        6    0.000    0.000    0.000    0.000 request.py:357(get_full_url)
        6    0.000    0.000    0.000    0.000 request.py:371(add_header)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        6    0.000    0.000    0.000    0.000 parse.py:875(quote)
        6    0.000    0.000    0.000    0.000 parse.py:108(_noop)
        6    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
        6    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        6    0.000    0.000    0.000    0.000 {method 'capitalize' of 'str' objects}
        6    0.000    0.000    0.000    0.000 _models.py:346(__contains__)
        6    0.000    0.000    0.000    0.000 cookiejar.py:677(escape_path)
        6    0.000    0.000    0.000    0.000 default.py:95(map_httpcore_exceptions)
        6    0.000    0.000    0.000    0.000 signal.py:51(decorator)
        6    0.000    0.000    0.000    0.000 signal.py:50(_wraps)
        6    0.000    0.000    0.000    0.000 config.py:19(__init__)
        6    0.000    0.000    0.000    0.000 filter.py:224(__init__)
        6    0.000    0.000    0.000    0.000 inspect.py:2137(_signature_is_functionlike)
        6    0.000    0.000    0.000    0.000 _parser.py:894(_parse_flags)
        6    0.000    0.000    0.000    0.000 inspect.py:3292(format)
        6    0.000    0.000    0.000    0.000 parse.py:951(quote_from_bytes)
        6    0.000    0.000    0.000    0.000 frame.py:154(serialize)
        5    0.000    0.000    0.000    0.000 <frozen os>:711(__getitem__)
        5    0.000    0.000    0.000    0.000 <frozen os>:793(encode)
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:345(__subclasshook__)
        5    0.000    0.000    0.000    0.000 functools.py:867(_is_union_type)
        5    0.000    0.000    0.000    0.000 __init__.py:280(finditer)
        5    0.000    0.000    0.000    0.000 enum.py:793(__iter__)
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        5    0.000    0.000    0.000    0.000 typing.py:2528(get_origin)
        5    0.000    0.000    0.001    0.000 typing.py:2979(_make_nmtuple)
        5    0.000    0.000    0.000    0.000 typing.py:395(_flatten_literal_params)
        5    0.000    0.000    0.000    0.000 typing.py:812(Literal)
        5    0.000    0.000    0.000    0.000 typing.py:580(__getitem__)
        5    0.000    0.000    0.000    0.000 typing.py:3112(_namedtuple_mro_entries)
        5    0.000    0.000    0.000    0.000 threading.py:122(RLock)
        5    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        5    0.000    0.000    0.000    0.000 {built-in method fromhex}
        5    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        5    0.000    0.000    0.000    0.000 {built-in method builtins.hex}
        5    0.000    0.000    0.000    0.000 {method 'finditer' of 're.Pattern' objects}
        5    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        5    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
        5    0.000    0.000    0.000    0.000 element.py:90(__getattr__)
        5    0.000    0.000    0.000    0.000 formatter.py:198(__init__)
        5    0.000    0.000    0.000    0.000 _synchronization.py:240(__init__)
        5    0.000    0.000    0.000    0.000 huffman.py:18(encode)
        5    0.000    0.000    0.001    0.000 typing.py:2998(__new__)
        5    0.000    0.000    0.000    0.000 _urlparse.py:497(quote)
        5    0.000    0.000    0.000    0.000 hpack.py:362(_encode_indexed_literal)
        4    0.000    0.000    0.000    0.000 _parser.py:165(__delitem__)
        4    0.000    0.000    0.000    0.000 inspect.py:306(ismethod)
        4    0.000    0.000    0.000    0.000 functools.py:1001(__set_name__)
        4    0.000    0.000    0.000    0.000 functools.py:995(__init__)
        4    0.000    0.000    0.000    0.000 dataclasses.py:646(<genexpr>)
        4    0.000    0.000    0.000    0.000 typing.py:511(__init_subclass__)
        4    0.000    0.000    0.000    0.000 inspect.py:2785(default)
        4    0.000    0.000    0.000    0.000 typing.py:1623(__init__)
        4    0.000    0.000    0.000    0.000 __init__.py:1750(getEffectiveLevel)
        4    0.000    0.000    0.000    0.000 __init__.py:1353(disable)
        4    0.000    0.000    0.000    0.000 __init__.py:1307(append)
        4    0.000    0.000    0.000    0.000 __init__.py:1301(__init__)
        4    0.000    0.000    0.000    0.000 parse.py:374(urlparse)
        4    0.000    0.000    0.000    0.000 parse.py:845(__getattr__)
        4    0.000    0.000    0.000    0.000 ssl.py:399(__new__)
        4    0.000    0.000    0.000    0.000 {built-in method maketrans}
        4    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        4    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        4    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        4    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        4    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        4    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        4    0.000    0.000    0.000    0.000 _deprecation.py:22(_deprecated_alias)
        4    0.000    0.000    0.000    0.000 exceptions.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _synchronization.py:271(__exit__)
        4    0.000    0.000    0.000    0.000 _synchronization.py:309(__enter__)
        4    0.000    0.000    0.000    0.000 _synchronization.py:312(__exit__)
        4    0.000    0.000    0.000    0.000 _synchronization.py:267(__enter__)
        4    0.000    0.000    0.000    0.000 frame.py:446(__init__)
        4    0.000    0.000    0.000    0.000 settings.py:200(initial_window_size)
        4    0.000    0.000    0.000    0.000 settings.py:60(_setting_code_from_int)
        4    0.000    0.000    0.000    0.000 settings.py:274(__setitem__)
        4    0.000    0.000    0.000    0.000 functools.py:878(register)
        4    0.000    0.000    0.000    0.000 typing.py:2503(_strip_annotations)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
        4    0.000    0.000    0.000    0.000 typing.py:463(_eval_type)
        4    0.000    0.000    0.000    0.000 typing.py:2329(runtime_checkable)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1014(is_package)
        3    0.000    0.000    0.000    0.000 <frozen abc>:110(register)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:997(exec_module)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:971(clear)
        3    0.000    0.000    0.000    0.000 __init__.py:183(sub)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:989(create_module)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:292(__subclasshook__)
        3    0.000    0.000    0.000    0.000 weakref.py:495(popitem)
        3    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        3    0.000    0.000    0.000    0.000 _parser.py:294(seek)
        3    0.000    0.000    0.000    0.000 weakref.py:367(__init__)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:85(add)
        3    0.000    0.000    0.000    0.000 typing.py:1776(__repr__)
        3    0.000    0.000    0.000    0.000 __init__.py:930(__init__)
        3    0.000    0.000    0.000    0.000 typing.py:3719(override)
        3    0.000    0.000    0.000    0.000 typing.py:1813(__hash__)
        3    0.000    0.000    0.000    0.000 __init__.py:898(_addHandlerRef)
        3    0.000    0.000    0.000    0.000 _policybase.py:289(_sanitize_header)
        3    0.000    0.000    0.000    0.000 parse.py:692(unquote)
        3    0.000    0.000    0.000    0.000 _policybase.py:319(header_fetch_parse)
        3    0.000    0.000    0.000    0.000 utils.py:47(_has_surrogates)
        3    0.000    0.000    0.000    0.000 ssl.py:1225(send)
        3    0.000    0.000    0.000    0.000 {method 'popitem' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        3    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        3    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        3    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        3    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        3    0.000    0.000    0.000    0.000 cookiejar.py:620(request_host)
        3    0.000    0.000    0.000    0.000 cookiejar.py:968(set_ok_version)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1004(set_ok_path)
        3    0.000    0.000    0.000    0.000 _models.py:202(keys)
        3    0.000    0.000    0.000    0.000 cookiejar.py:647(request_path)
        3    0.000    0.000    0.000    0.000 cookiejar.py:941(is_not_allowed)
        3    0.000    0.000    0.000    0.000 _local.py:498(__init__)
        3    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
        3    0.000    0.000    0.000    0.000 {method 'gettimeout' of '_socket.socket' objects}
        3    0.000    0.000    0.000    0.000 cookiejar.py:926(is_blocked)
        3    0.000    0.000    0.000    0.000 cookiejar.py:636(eff_request_host)
        3    0.000    0.000    0.000    0.000 cookiejar.py:949(set_ok)
        3    0.000    0.000    0.000    0.000 cookiejar.py:995(set_ok_name)
        3    0.000    0.000    0.000    0.000 cookiejar.py:983(set_ok_verifiability)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1075(set_ok_port)
        3    0.000    0.000    0.000    0.000 _local.py:505(__new__)
        3    0.000    0.000    0.000    0.000 element.py:3195(__init__)
        3    0.000    0.000    0.000    0.000 _models.py:281(origin)
        3    0.000    0.000    0.057    0.019 connection.py:1(<module>)
        3    0.000    0.000    0.000    0.000 formatter.py:221(__init__)
        3    0.000    0.000    0.017    0.006 filter.py:163(find_all)
        3    0.000    0.000    0.000    0.000 filter.py:439(includes_everything)
        3    0.000    0.000    0.000    0.000 _models.py:85(enforce_stream)
        3    0.000    0.000    0.000    0.000 _models.py:162(__init__)
        3    0.000    0.000    0.000    0.000 connection_pool.py:341(_close_connections)
        3    0.000    0.000    0.000    0.000 frame.py:667(__init__)
        3    0.000    0.000    0.000    0.000 hpack.py:333(_encode_indexed)
        3    0.000    0.000    0.000    0.000 settings.py:224(max_concurrent_streams)
        3    0.000    0.000    0.000    0.000 frame_buffer.py:102(<genexpr>)
        3    0.000    0.000    0.000    0.000 utilities.py:309(_assert_header_in_set)
        3    0.000    0.000    0.001    0.000 _exceptions.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _local.py:117(__init__)
        3    0.000    0.000    0.000    0.000 filter.py:378(__init__)
        3    0.000    0.000    0.000    0.000 settings.py:129(__init__)
        3    0.000    0.000    0.000    0.000 copy.py:62(copy)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1486(_cookie_from_cookie_tuple)
        3    0.000    0.000    0.000    0.000 threading.py:281(__init__)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1015(set_ok_domain)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1667(set_cookie)
        3    0.000    0.000    0.000    0.000 cookiejar.py:761(__init__)
        3    0.000    0.000    0.000    0.000 _urls.py:77(__init__)
        3    0.000    0.000    0.017    0.006 element.py:3024(find_all)
        3    0.000    0.000    0.017    0.006 element.py:1266(_find_all)
        3    0.000    0.000    0.000    0.000 _models.py:53(enforce_headers)
        2    0.000    0.000    0.000    0.000 enum.py:1720(global_enum)
        2    0.000    0.000    0.000    0.000 functools.py:844(dispatch)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:945(pop)
        2    0.000    0.000    0.000    0.000 functools.py:189(total_ordering)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        2    0.000    0.000    0.000    0.000 <frozen os>:1126(__subclasshook__)
        2    0.000    0.000    0.000    0.000 weakref.py:414(__getitem__)
        2    0.000    0.000    0.000    0.000 functools.py:767(is_related)
        2    0.000    0.000    0.000    0.000 functools.py:930(wrapper)
        2    0.000    0.000    0.000    0.000 inspect.py:422(_has_coroutine_mark)
        2    0.000    0.000    0.000    0.000 weakref.py:427(__setitem__)
        2    0.000    0.000    0.000    0.000 inspect.py:437(iscoroutinefunction)
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        2    0.000    0.000    0.000    0.000 typing.py:410(_tp_cache)
        2    0.000    0.000    0.000    0.000 contextlib.py:309(asynccontextmanager)
        2    0.000    0.000    0.000    0.000 typing.py:415(decorator)
        2    0.000    0.000    0.000    0.000 __init__.py:600(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:458(validate)
        2    0.000    0.000    0.000    0.000 __init__.py:265(_register_at_fork_reinit_lock)
        2    0.000    0.000    0.000    0.000 warnings.py:560(__init__)
        2    0.000    0.000    0.000    0.000 threading.py:620(set)
        2    0.000    0.000    0.000    0.000 _client.py:318(cookies)
        2    0.000    0.000    0.000    0.000 __init__.py:451(__init__)
        2    0.000    0.000    0.000    0.000 threading.py:592(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:957(createLock)
        2    0.000    0.000    0.000    0.000 threading.py:428(notify_all)
        2    0.000    0.000    0.000    0.000 _auth.py:38(auth_flow)
        2    0.000    0.000    0.000    0.000 message.py:533(get_all)
        2    0.000    0.000    0.001    0.000 struct.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _auth.py:62(sync_auth_flow)
        2    0.000    0.000    0.000    0.000 parse.py:413(_splitnetloc)
        2    0.000    0.000    0.012    0.006 parser.py:1(<module>)
        2    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        2    0.000    0.000    0.000    0.000 socket.py:221(__init__)
        2    0.000    0.000    0.000    0.000 message.py:150(__init__)
        2    0.000    0.000    0.000    0.000 {method 'extend' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
        2    0.000    0.000    0.000    0.000 {method '__set_name__' of 'property' objects}
      2/1    0.000    0.000    0.000    0.000 {method 'send' of 'generator' objects}
        2    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        2    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'isalpha' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        2    0.000    0.000    0.000    0.000 {built-in method posix._path_splitroot_ex}
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.deque' objects}
        2    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
        2    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BytesIO' objects}
        2    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.BytesIO' objects}
        2    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
        2    0.000    0.000    0.000    0.000 {built-in method time.perf_counter}
        2    0.000    0.000    0.000    0.000 cookiejar.py:81(_timegm)
        2    0.000    0.000    0.000    0.000 _models.py:1270(info)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1578(_cookies_from_attrs_set)
        2    0.000    0.000    0.000    0.000 _models.py:231(multi_items)
        2    0.000    0.000    0.000    0.000 _models.py:274(update)
        2    0.000    0.000    0.000    0.000 cookiejar.py:459(strip_quotes)
        2    0.000    0.000    0.000    0.000 _content.py:35(__iter__)
        2    0.000    0.000    0.000    0.000 _abc.py:130(with_segments)
        2    0.000    0.000    0.000    0.000 _local.py:237(_format_parsed_parts)
        2    0.000    0.000    0.000    0.000 calendar.py:689(timegm)
        2    0.000    0.000    0.000    0.000 _local.py:289(drive)
        2    0.000    0.000    0.000    0.000 _local.py:298(root)
        2    0.000    0.000    0.000    0.000 _local.py:307(_tail)
        2    0.000    0.000    0.000    0.000 _decoders.py:260(flush)
        2    0.000    0.000    0.000    0.000 _urlparse.py:482(percent_encoded)
        2    0.000    0.000    0.000    0.000 calendar.py:101(__init__)
        2    0.000    0.000    0.000    0.000 calendar.py:120(__init__)
        2    0.000    0.000    0.000    0.000 _urlparse.py:422(validate_path)
        2    0.000    0.000    0.000    0.000 _utils.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:313(deprecated_argument)
        2    0.000    0.000    0.000    0.000 _local.py:277(_raw_path)
        2    0.000    0.000    0.000    0.000 _urlparse.py:395(normalize_port)
        2    0.000    0.000    0.000    0.000 base.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _urls.py:282(raw_path)
        2    0.000    0.000    0.000    0.000 mock.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _decoders.py:233(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:282(reset)
        2    0.000    0.000    0.000    0.000 _models.py:167(__eq__)
        2    0.000    0.000    0.004    0.002 core.py:1(<module>)
        2    0.000    0.000    0.000    0.000 connection.py:192(is_idle)
        2    0.000    0.000    0.000    0.000 _resources.py:1(<module>)
        2    0.000    0.000    0.003    0.001 _subprocesses.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _models.py:371(__init__)
        2    0.000    0.000    0.135    0.067 _api.py:1(<module>)
        2    0.000    0.000    0.000    0.000 sync.py:121(__init__)
        2    0.000    0.000    0.000    0.000 _testing.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _typedattr.py:25(__init_subclass__)
        2    0.000    0.000    0.000    0.000 http11.py:36(HTTPConnectionState)
        2    0.000    0.000    0.000    0.000 _tasks.py:1(<module>)
        2    0.000    0.000    0.000    0.000 connection_pool.py:1(<module>)
        2    0.000    0.000    0.000    0.000 http11.py:324(HTTP11ConnectionByteStream)
        2    0.000    0.000    0.003    0.002 _streams.py:1(<module>)
        2    0.000    0.000    0.000    0.000 interfaces.py:1(<module>)
        2    0.000    0.000    0.000    0.000 connection_pool.py:389(PoolByteStream)
        2    0.000    0.000    0.000    0.000 http2.py:29(has_body_headers)
        2    0.000    0.000    0.000    0.000 http2.py:526(is_idle)
        2    0.000    0.000    0.000    0.000 connection.py:610(_get_or_create_stream)
        2    0.000    0.000    0.000    0.000 frame.py:459(serialize_body)
        2    0.000    0.000    0.004    0.002 readers.py:1(<module>)
        2    0.000    0.000    0.000    0.000 config.py:42(__init__)
        2    0.000    0.000    0.000    0.000 http2.py:36(HTTPConnectionState)
        2    0.000    0.000    0.000    0.000 table.py:194(maxsize)
        2    0.000    0.000    0.000    0.000 frame.py:456(_body_repr)
        2    0.000    0.000    0.000    0.000 settings.py:212(max_frame_size)
        2    0.000    0.000    0.001    0.000 errors.py:1(<module>)
