('Total Revenue', '416,161,000', '416,161,000', '391,035,000', '383,285,000', '394,328,000')
         943565 function calls (919115 primitive calls) in 7.878 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     3404    0.001    0.000    0.001    0.000 filter.py:259(_base_match)
        1    0.000    0.000    0.001    0.001 models.py:409(prepare_url)
        1    0.000    0.000    0.001    0.001 _markupbase.py:1(<module>)
        2    0.000    0.000    0.001    0.000 glob.py:1(<module>)
      894    0.000    0.000    0.001    0.000 enum.py:1587(_get_value)
        3    0.000    0.000    0.001    0.000 structures.py:76(copy)
        1    0.000    0.000    0.001    0.001 struct.py:1(<module>)
        1    0.000    0.000    0.001    0.001 dammit.py:98(EntitySubstitution)
      350    0.000    0.000    0.001    0.000 {method '_checkReadable' of '_io._IOBase' objects}
     2675    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:491(_verbose_message)
       75    0.000    0.000    0.001    0.000 css_parser.py:542(parse_tag_pattern)
       13    0.001    0.000    0.001    0.000 threading.py:122(RLock)
        3    0.000    0.000    0.001    0.000 _collections.py:82(__init__)
        1    0.000    0.000    0.001    0.001 traceback.py:1(<module>)
        6    0.000    0.000    0.001    0.000 feedparser.py:102(push)
     3829    0.001    0.000    0.001    0.000 {method 'add' of 'set' objects}
        5    0.000    0.000    0.001    0.000 request.py:2495(getproxies_environment)
       86    0.000    0.000    0.001    0.000 css_parser.py:812(parse_combinator)
        2    0.000    0.000    0.001    0.000 _collections.py:240(__init__)
        3    0.000    0.000    0.001    0.000 url.py:367(parse_url)
        2    0.000    0.000    0.000    0.000 adapters.py:423(get_connection_with_tls_context)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1578(_cookies_from_attrs_set)
      142    0.000    0.000    0.000    0.000 css_parser.py:369(__init__)
        1    0.000    0.000    0.000    0.000 certs.py:1(<module>)
     1674    0.000    0.000    0.000    0.000 {built-in method builtins.hasattr}
        1    0.000    0.000    0.000    0.000 _internal_utils.py:1(<module>)
       15    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        1    0.000    0.000    0.000    0.000 errors.py:1(<module>)
        3    0.000    0.000    0.000    0.000 cookiejar.py:466(parse_ns_headers)
      504    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:89(_unpack_uint32)
      168    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:697(_classify_pyc)
        1    0.000    0.000    0.000    0.000 __init__.py:126(EntryPoint)
      168    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:730(_validate_timestamp_pyc)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2383(_IPv6Constants)
       79    0.000    0.000    0.000    0.000 css_types.py:267(__init__)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1246(CookieJar)
       12    0.000    0.000    0.000    0.000 cookiejar.py:726(is_third_party)
      317    0.000    0.000    0.000    0.000 enum.py:1154(__new__)
        2    0.000    0.000    0.000    0.000 _collections.py:341(extend)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1356(add_cookie_header)
        1    0.000    0.000    0.000    0.000 idna.py:1(<module>)
       35    0.000    0.000    0.000    0.000 ipaddress.py:2307(__init__)
     1009    0.000    0.000    0.000    0.000 {built-in method fromkeys}
      785    0.000    0.000    0.000    0.000 element.py:2355(get)
        1    0.000    0.000    0.000    0.000 request.py:910(AbstractBasicAuthHandler)
        4    0.000    0.000    0.000    0.000 ssl.py:399(__new__)
        1    0.000    0.000    0.000    0.000 charset.py:1(<module>)
        9    0.000    0.000    0.000    0.000 cookiejar.py:983(set_ok_verifiability)
        1    0.000    0.000    0.000    0.000 dammit.py:734(UnicodeDammit)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        1    0.000    0.000    0.000    0.000 entities.py:1(<module>)
      412    0.000    0.000    0.000    0.000 _parser.py:264(getwhile)
       64    0.000    0.000    0.000    0.000 enum.py:354(__setitem__)
      115    0.000    0.000    0.000    0.000 typing.py:1639(<genexpr>)
       66    0.000    0.000    0.000    0.000 functools.py:36(update_wrapper)
        7    0.000    0.000    0.000    0.000 sessions.py:61(merge_setting)
      168    0.000    0.000    0.000    0.000 {method '__exit__' of '_io._IOBase' objects}
     1535    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
      186    0.000    0.000    0.000    0.000 _parser.py:85(opengroup)
     3346    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1716(path_hook_for_FileFinder)
  225/183    0.000    0.000    0.000    0.000 _compiler.py:439(_get_literal_prefix)
        2    0.000    0.000    0.000    0.000 poolmanager.py:290(connection_from_host)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
      337    0.000    0.000    0.000    0.000 enum.py:827(__setattr__)
        1    0.000    0.000    0.000    0.000 status_codes.py:1(<module>)
        6    0.000    0.000    0.000    0.000 fnmatch.py:19(fnmatch)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1579(_IPv4Constants)
      697    0.000    0.000    0.000    0.000 filter.py:321(matches_tag)
        2    0.000    0.000    0.000    0.000 request.py:2687(getproxies)
        2    0.000    0.000    0.000    0.000 poolmanager.py:319(connection_from_context)
       10    0.000    0.000    0.000    0.000 typing.py:2054(__new__)
        1    0.000    0.000    0.000    0.000 status_codes.py:109(_init)
      220    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:445(cb)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1512(__init__)
  747/681    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
        9    0.000    0.000    0.000    0.000 cookiejar.py:1486(_cookie_from_cookie_tuple)
      285    0.000    0.000    0.000    0.000 css_parser.py:344(match)
        1    0.000    0.000    0.000    0.000 error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 weakref.py:585(__call__)
        1    0.000    0.000    0.000    0.000 mimetypes.py:1(<module>)
        6    0.000    0.000    0.000    0.000 fnmatch.py:64(fnmatchcase)
     4181    0.000    0.000    0.000    0.000 element.py:2414(__bool__)
      322    0.000    0.000    0.000    0.000 css_parser.py:248(css_unescape)
       16    0.000    0.000    0.000    0.000 message.py:498(get)
       58    0.000    0.000    0.000    0.000 typing.py:379(_remove_dups_flatten)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1170(_close_pool_connections)
      281    0.000    0.000    0.000    0.000 enum.py:37(_is_descriptor)
       25    0.000    0.000    0.000    0.000 cookiejar.py:620(request_host)
       43    0.000    0.000    0.000    0.000 _policybase.py:301(header_source_parse)
       39    0.000    0.000    0.000    0.000 functools.py:544(decorating_function)
        8    0.000    0.000    0.000    0.000 cookies.py:35(__init__)
      262    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:74(__new__)
      653    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1226(__exit__)
        2    0.000    0.000    0.000    0.000 fnmatch.py:38(_compile_pattern)
      217    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1128(find_spec)
     1481    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
       75    0.000    0.000    0.000    0.000 css_types.py:251(__init__)
      760    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        3    0.000    0.000    0.000    0.000 parse.py:1170(_splitport)
      215    0.000    0.000    0.000    0.000 <frozen os>:734(__iter__)
       14    0.000    0.000    0.000    0.000 enum.py:1457(_missing_)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1290(_cookies_for_request)
        2    0.000    0.000    0.000    0.000 adapters.py:178(__init__)
       57    0.000    0.000    0.000    0.000 <frozen _collections_abc>:808(get)
        5    0.000    0.000    0.000    0.000 url.py:227(_encode_invalid_chars)
      775    0.000    0.000    0.000    0.000 _parser.py:82(groups)
      429    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:645(parent)
      672    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:139(<genexpr>)
        2    0.000    0.000    0.000    0.000 poolmanager.py:344(connection_from_pool_key)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1272(_cookies_for_domain)
       12    0.000    0.000    0.000    0.000 message.py:533(get_all)
        2    0.000    0.000    0.000    0.000 response.py:722(__init__)
        6    0.000    0.000    0.000    0.000 __init__.py:164(match)
        1    0.000    0.000    0.000    0.000 timeout.py:1(<module>)
      317    0.000    0.000    0.000    0.000 enum.py:78(_is_private)
        8    0.000    0.000    0.000    0.000 typing.py:1719(__getitem__)
      220    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:982(find_spec)
       64    0.000    0.000    0.000    0.000 _policybase.py:319(header_fetch_parse)
      653    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1222(__enter__)
      220    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(__init__)
      198    0.000    0.000    0.000    0.000 _parser.py:230(__init__)
      262    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:82(remove)
      198    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        8    0.000    0.000    0.000    0.000 message.py:600(get_content_type)
       21    0.000    0.000    0.000    0.000 <frozen zipimport>:68(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:3048(NamedTuple)
       52    0.000    0.000    0.000    0.000 ipaddress.py:1930(__init__)
        2    0.000    0.000    0.000    0.000 connectionpool.py:256(_get_conn)
       10    0.000    0.000    0.000    0.000 __init__.py:2128(getLogger)
        1    0.000    0.000    0.000    0.000 connection.py:375(close)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1286(__init__)
      526    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        2    0.000    0.000    0.000    0.000 socket.py:501(close)
        2    0.000    0.000    0.000    0.000 client.py:1322(endheaders)
        1    0.000    0.000    0.000    0.000 encoders.py:1(<module>)
        1    0.000    0.000    0.000    0.000 client.py:1015(close)
      350    0.000    0.000    0.000    0.000 {method '_checkClosed' of '_io._IOBase' objects}
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1598(__init__)
        1    0.000    0.000    0.000    0.000 poolmanager.py:243(_new_pool)
        8    0.000    0.000    0.000    0.000 typing.py:1733(__getitem_inner__)
       45    0.000    0.000    0.000    0.000 response.py:1324(_update_chunk_length)
        6    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
        1    0.000    0.000    0.000    0.000 element.py:314(ContentMetaAttributeValue)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        2    0.000    0.000    0.000    0.000 connection.py:390(putrequest)
        2    0.000    0.000    0.000    0.000 client.py:1084(_send_output)
       52    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
        1    0.000    0.000    0.000    0.000 connectionpool.py:980(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:890(default_headers)
       13    0.000    0.000    0.000    0.000 connection.py:410(putheader)
        1    0.000    0.000    0.000    0.000 ssl.py:1361(_real_close)
        2    0.000    0.000    0.000    0.000 util.py:1(<module>)
       19    0.000    0.000    0.000    0.000 cookiejar.py:677(escape_path)
      213    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:190(_path_abspath)
        1    0.000    0.000    0.000    0.000 connectionpool.py:175(__init__)
        1    0.000    0.000    0.000    0.000 retry.py:41(Retry)
       21    0.000    0.000    0.000    0.000 parse.py:875(quote)
        4    0.000    0.000    0.000    0.000 cookies.py:521(cookiejar_from_dict)
      352    0.000    0.000    0.000    0.000 socket.py:744(readable)
      536    0.000    0.000    0.000    0.000 typing.py:1096(__eq__)
     1676    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
       64    0.000    0.000    0.000    0.000 _policybase.py:289(_sanitize_header)
       10    0.000    0.000    0.000    0.000 __init__.py:1361(getLogger)
        2    0.000    0.000    0.000    0.000 client.py:1029(send)
      136    0.000    0.000    0.000    0.000 typing.py:1358(__getattr__)
        2    0.000    0.000    0.000    0.000 request.py:2664(getproxies_macosx_sysconf)
        9    0.000    0.000    0.000    0.000 cookiejar.py:1015(set_ok_domain)
        2    0.000    0.000    0.000    0.000 client.py:1138(putrequest)
        1    0.000    0.000    0.000    0.000 idnadata.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:691(DetectsXMLParsedAsHTML)
       97    0.000    0.000    0.000    0.000 typing.py:1122(_is_unpacked_typevartuple)
        4    0.000    0.000    0.000    0.000 parse.py:469(urlsplit)
      357    0.000    0.000    0.000    0.000 enum.py:47(_is_dunder)
        8    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
       76    0.000    0.000    0.000    0.000 _parser.py:273(getuntil)
        7    0.000    0.000    0.000    0.000 typing.py:1748(__getitem__)
        2    0.000    0.000    0.000    0.000 {built-in method _scproxy._get_proxies}
  190/188    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        3    0.000    0.000    0.000    0.000 cookiejar.py:1096(return_ok)
      218    0.000    0.000    0.000    0.000 <frozen os>:797(decode)
        1    0.000    0.000    0.000    0.000 dammit.py:485(EncodingDetector)
      262    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
        2    0.000    0.000    0.000    0.000 message.py:487(items)
      396    0.000    0.000    0.000    0.000 _compiler.py:573(isstring)
        1    0.000    0.000    0.000    0.000 message.py:135(Message)
       25    0.000    0.000    0.000    0.000 ipaddress.py:1187(_ip_int_from_string)
       43    0.000    0.000    0.000    0.000 _collections.py:306(add)
       53    0.000    0.000    0.000    0.000 feedparser.py:129(__next__)
        2    0.000    0.000    0.000    0.000 models.py:658(__init__)
       10    0.000    0.000    0.000    0.000 cookiejar.py:647(request_path)
        2    0.000    0.000    0.000    0.000 ssl.py:1252(sendall)
        6    0.000    0.000    0.000    0.000 contextlib.py:145(__exit__)
        1    0.000    0.000    0.000    0.000 _html5lib.py:1(<module>)
        3    0.000    0.000    0.000    0.000 filter.py:378(__init__)
        3    0.000    0.000    0.000    0.000 cookies.py:542(merge_cookies)
      262    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:79(__init__)
       49    0.000    0.000    0.000    0.000 _collections.py:257(__getitem__)
     1135    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
      258    0.000    0.000    0.000    0.000 {built-in method builtins.any}
        1    0.000    0.000    0.000    0.000 _meta.py:1(<module>)
        8    0.000    0.000    0.000    0.000 <frozen genericpath>:16(exists)
        1    0.000    0.000    0.000    0.000 __init__.py:61(Sectioned)
        7    0.000    0.000    0.000    0.000 enum.py:484(__prepare__)
       58    0.000    0.000    0.000    0.000 typing.py:3794(__getattr__)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
        2    0.000    0.000    0.000    0.000 feedparser.py:184(close)
        5    0.000    0.000    0.000    0.000 typing.py:1207(_generic_class_getitem)
       34    0.000    0.000    0.000    0.000 enum.py:1057(_add_member_)
        8    0.000    0.000    0.000    0.000 typing.py:1715(copy_with)
      704    0.000    0.000    0.000    0.000 ssl.py:1117(_checkClosed)
        1    0.000    0.000    0.000    0.000 socks.py:1(<module>)
        4    0.000    0.000    0.000    0.000 cookies.py:358(update)
        6    0.000    0.000    0.000    0.000 message.py:624(get_content_maintype)
        1    0.000    0.000    0.000    0.000 textwrap.py:419(dedent)
        9    0.000    0.000    0.000    0.000 cookiejar.py:1004(set_ok_path)
      423    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       35    0.000    0.000    0.000    0.000 ipaddress.py:1661(_ip_int_from_string)
       13    0.000    0.000    0.000    0.000 cookiejar.py:636(eff_request_host)
       20    0.000    0.000    0.000    0.000 typing.py:1256(_generic_init_subclass)
       74    0.000    0.000    0.000    0.000 structures.py:46(__setitem__)
      359    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 socket.py:497(_real_close)
     1135    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        5    0.000    0.000    0.000    0.000 typing.py:1374(__instancecheck__)
        1    0.000    0.000    0.000    0.000 _lxml.py:1(<module>)
       24    0.000    0.000    0.000    0.000 <frozen os>:711(__getitem__)
      490    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:67(_relax_case)
      259    0.000    0.000    0.000    0.000 response.py:187(has_unconsumed_tail)
        6    0.000    0.000    0.000    0.000 cookiejar.py:232(http2time)
      220    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
       13    0.000    0.000    0.000    0.000 client.py:1294(putheader)
       12    0.000    0.000    0.000    0.000 queue.py:140(put)
        2    0.000    0.000    0.000    0.000 {function socket.close at 0x105860b80}
        6    0.000    0.000    0.000    0.000 response.py:886(_error_catcher)
      317    0.000    0.000    0.000    0.000 enum.py:58(_is_sunder)
       21    0.000    0.000    0.000    0.000 parse.py:951(quote_from_bytes)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 models.py:483(prepare_headers)
        1    0.000    0.000    0.000    0.000 netrc.py:1(<module>)
        2    0.000    0.000    0.000    0.000 functools.py:930(wrapper)
       69    0.000    0.000    0.000    0.000 status_codes.py:122(<genexpr>)
        2    0.000    0.000    0.000    0.000 response.py:40(assert_header_parsing)
        2    0.000    0.000    0.000    0.000 ssl.py:1225(send)
        1    0.000    0.000    0.000    0.000 _adapters.py:1(<module>)
       59    0.000    0.000    0.000    0.000 typing.py:351(_deduplicate)
      208    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
      552    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
      343    0.000    0.000    0.000    0.000 typing.py:1437(__eq__)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1389(_normalized_cookie_tuples)
       10    0.000    0.000    0.000    0.000 typing.py:2199(__init_subclass__)
        5    0.000    0.000    0.000    0.000 <frozen posixpath>:229(expanduser)
        7    0.000    0.000    0.000    0.000 utils.py:335(to_key_val_list)
      280    0.000    0.000    0.000    0.000 typing.py:1765(__eq__)
      213    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:185(_path_isabs)
      250    0.000    0.000    0.000    0.000 socket.py:89(<lambda>)
        2    0.000    0.000    0.000    0.000 adapters.py:280(cert_verify)
      248    0.000    0.000    0.000    0.000 socket.py:79(<lambda>)
        1    0.000    0.000    0.000    0.000 filter.py:1(<module>)
        2    0.000    0.000    0.000    0.000 response.py:466(__init__)
        1    0.000    0.000    0.000    0.000 sessions.py:282(rebuild_auth)
      198    0.000    0.000    0.000    0.000 _parser.py:954(fix_flags)
        1    0.000    0.000    0.000    0.000 __init__.py:183(sub)
       30    0.000    0.000    0.000    0.000 <frozen _collections_abc>:897(__iter__)
       24    0.000    0.000    0.000    0.000 util.py:16(lower)
        2    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
        6    0.000    0.000    0.000    0.000 cookiejar.py:1261(__init__)
      998    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
      249    0.000    0.000    0.000    0.000 socket.py:84(<lambda>)
       56    0.000    0.000    0.000    0.000 ipaddress.py:533(_split_addr_prefix)
        2    0.000    0.000    0.000    0.000 feedparser.py:139(__init__)
      354    0.000    0.000    0.000    0.000 {method '__exit__' of 'memoryview' objects}
      169    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
      166    0.000    0.000    0.000    0.000 enum.py:199(__get__)
        1    0.000    0.000    0.000    0.000 hmac.py:1(<module>)
      125    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
       20    0.000    0.000    0.000    0.000 parse.py:164(hostname)
       12    0.000    0.000    0.000    0.000 copy.py:62(copy)
        5    0.000    0.000    0.000    0.000 typing.py:1665(__subclasscheck__)
       73    0.000    0.000    0.000    0.000 structures.py:51(__getitem__)
      251    0.000    0.000    0.000    0.000 socket.py:94(<lambda>)
        2    0.000    0.000    0.000    0.000 functools.py:844(dispatch)
       70    0.000    0.000    0.000    0.000 parse.py:119(_coerce_args)
       68    0.000    0.000    0.000    0.000 status_codes.py:116(doc)
        1    0.000    0.000    0.000    0.000 calendar.py:60(Month)
        4    0.000    0.000    0.000    0.000 response.py:786(release_conn)
       35    0.000    0.000    0.000    0.000 cookies.py:49(get_full_url)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.get_frozen_object}
      273    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        4    0.000    0.000    0.000    0.000 warnings.py:170(simplefilter)
      953    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        8    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
        4    0.000    0.000    0.000    0.000 functools.py:878(register)
        5    0.000    0.000    0.000    0.000 url.py:301(_normalize_host)
      330    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       70    0.000    0.000    0.000    0.000 __init__.py:305(escape)
        2    0.000    0.000    0.000    0.000 adapters.py:216(init_poolmanager)
  121/103    0.000    0.000    0.000    0.000 typing.py:1443(__hash__)
        1    0.000    0.000    0.000    0.000 element.py:352(PageElement)
       53    0.000    0.000    0.000    0.000 feedparser.py:79(readline)
       88    0.000    0.000    0.000    0.000 ipaddress.py:1213(_parse_octet)
        2    0.000    0.000    0.000    0.000 client.py:261(__init__)
        1    0.000    0.000    0.000    0.000 connection.py:15(is_connection_dropped)
        1    0.000    0.000    0.000    0.000 functools.py:800(_find_impl)
        1    0.000    0.000    0.000    0.000 inspect.py:3347(signature)
       16    0.000    0.000    0.000    0.000 <frozen _collections_abc>:815(__contains__)
       66    0.000    0.000    0.000    0.000 utils.py:47(_has_surrogates)
        4    0.000    0.000    0.000    0.000 utils.py:828(select_proxy)
        2    0.000    0.000    0.000    0.000 adapters.py:523(request_url)
        3    0.000    0.000    0.000    0.000 client.py:430(close)
    80/54    0.000    0.000    0.000    0.000 typing.py:1773(__hash__)
       13    0.000    0.000    0.000    0.000 queue.py:180(get)
        1    0.000    0.000    0.000    0.000 connection.py:351(is_connected)
       14    0.000    0.000    0.000    0.000 _deprecation.py:67(deprecate)
        1    0.000    0.000    0.000    0.000 inspect.py:3068(from_callable)
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:169(_path_isdir)
        1    0.000    0.000    0.000    0.000 intranges.py:1(<module>)
      543    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 _adapters.py:40(CompatibilityFiles)
       10    0.000    0.000    0.000    0.000 typing.py:2073(__init__)
        2    0.000    0.000    0.000    0.000 connectionpool.py:294(_put_conn)
      217    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
        1    0.000    0.000    0.000    0.000 wait.py:113(wait_for_read)
        1    0.000    0.000    0.000    0.000 functools.py:758(_compose_mro)
        1    0.000    0.000    0.000    0.000 sessions.py:454(__exit__)
      364    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        6    0.000    0.000    0.000    0.000 abc.py:41(_register)
        1    0.000    0.000    0.000    0.000 quoprimime.py:1(<module>)
      551    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        4    0.000    0.000    0.000    0.000 warnings.py:188(_add_filter)
        1    0.000    0.000    0.000    0.000 __init__.py:669(reset)
        1    0.000    0.000    0.000    0.000 element.py:1764(Tag)
       12    0.000    0.000    0.000    0.000 cookies.py:94(origin_req_host)
       12    0.000    0.000    0.000    0.000 cookiejar.py:550(domain_match)
       26    0.000    0.000    0.000    0.000 enum.py:1447(_iter_member_by_def_)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1044(_new_conn)
        1    0.000    0.000    0.000    0.000 wait.py:95(wait_for_socket)
        2    0.000    0.000    0.000    0.000 utils.py:650(requote_uri)
        1    0.000    0.000    0.000    0.000 inspect.py:2479(_signature_from_callable)
        7    0.000    0.000    0.000    0.000 contextlib.py:303(helper)
       95    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 element.py:2957(find)
       70    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
      524    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 sessions.py:794(close)
       12    0.000    0.000    0.000    0.000 cookies.py:349(set_cookie)
        1    0.000    0.000    0.000    0.000 __init__.py:241(split)
       98    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        3    0.000    0.000    0.000    0.000 cookiejar.py:1123(return_ok_verifiability)
     12/1    0.000    0.000    0.000    0.000 functools.py:713(_c3_mro)
        1    0.000    0.000    0.000    0.000 _warnings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 abc.py:62(Traversable)
        1    0.000    0.000    0.000    0.000 stringprep.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssltransport.py:1(<module>)
       12    0.000    0.000    0.000    0.000 cookies.py:46(get_origin_req_host)
      262    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
        2    0.000    0.000    0.000    0.000 message.py:243(get_payload)
      220    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:599(__init__)
        1    0.000    0.000    0.000    0.000 _colorize.py:1(<module>)
        2    0.000    0.000    0.000    0.000 socket.py:304(makefile)
        9    0.000    0.000    0.000    0.000 cookiejar.py:761(__init__)
      264    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       14    0.000    0.000    0.000    0.000 enum.py:944(_get_mixins_)
        2    0.000    0.000    0.000    0.000 response.py:600(_init_decoder)
        3    0.000    0.000    0.000    0.000 retry.py:202(__init__)
        6    0.000    0.000    0.000    0.000 typing.py:1927(_get_protocol_attrs)
       10    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
       28    0.000    0.000    0.000    0.000 <frozen abc>:110(register)
    32/16    0.000    0.000    0.000    0.000 cookiejar.py:1227(deepvalues)
       51    0.000    0.000    0.000    0.000 enum.py:1437(_iter_member_by_value_)
        2    0.000    0.000    0.000    0.000 utils.py:258(extract_zipped_paths)
        1    0.000    0.000    0.000    0.000 readers.py:23(__init__)
      353    0.000    0.000    0.000    0.000 _compiler.py:431(_get_iscased)
        1    0.000    0.000    0.000    0.000 calendar.py:77(Day)
        1    0.000    0.000    0.000    0.000 dammit.py:593(encodings)
       12    0.000    0.000    0.000    0.000 cookies.py:43(get_host)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1641(_make_netmask)
        1    0.000    0.000    0.000    0.000 models.py:382(copy)
        1    0.000    0.000    0.000    0.000 models.py:106(_encode_params)
       55    0.000    0.000    0.000    0.000 _compiler.py:410(_generate_overlap_table)
        1    0.000    0.000    0.000    0.000 css_parser.py:681(parse_pseudo_nth)
        9    0.000    0.000    0.000    0.000 __init__.py:1409(_fixupParents)
        2    0.000    0.000    0.000    0.000 client.py:425(_close_conn)
      389    0.000    0.000    0.000    0.000 typing.py:1427(<genexpr>)
        2    0.000    0.000    0.000    0.000 fnmatch.py:74(translate)
        2    0.000    0.000    0.000    0.000 adapters.py:513(close)
       28    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        1    0.000    0.000    0.000    0.000 warnings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:2375(_signature_from_function)
        1    0.000    0.000    0.000    0.000 parser.py:256(parse_html_declaration)
        7    0.000    0.000    0.000    0.000 contextlib.py:276(contextmanager)
        1    0.000    0.000    0.000    0.000 connection.py:114(_has_ipv6)
        3    0.000    0.000    0.000    0.000 utils.py:764(get_proxy)
        6    0.000    0.000    0.000    0.000 cookiejar.py:81(_timegm)
        4    0.000    0.000    0.000    0.000 typing.py:1623(__init__)
      198    0.000    0.000    0.000    0.000 _parser.py:76(__init__)
      255    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
